name,detailed_info,address,tags
무장향교,"무장향교는 1420년(세종 2) 지금의 자리인 무장면 교흥리에 창건되었다. 1600년(선조 33) 대성전·명륜당·동재·서재의 내외 3문을 지금의 자리에 중건하였고, 1840년(헌종 6) 명륜당이 불에 타 1842년(헌종 8) 봄에 중건하였으며, 1852년(철종 3) 동재가 불에 타 이듬해 재건하였다.현재 남아 있는 건물로는 대성전, 명륜당, 동재, 서재, 홍살문 등이다. 무장향교는 무장을 대표하는 조선 시대 지방 교육 기관이자 선현을 제향하는 공간으로, 현재 무장 지역의 효자, 효부 등에 대한 포상을 행하고 있다. 특히 명륜학원을 운영하여 무장면 전통문화와 예절 교육의 한 축을 담당하며, 현대인들이 잊어버리기 쉬운 옛 성현의 가르침과 숭고한 향교 정신을 계승, 발전시키고 있다.",전북특별자치도 고창군 무장면 교흥교촌길 9 ,"['#고창여행', '#관광지', '#교과서속여행', '#문화재', '#역사', '#역사공부', '#역사관광지', '#역사를품은곳', '#역사문화재', '#역사속', '#역사속으로', '#역사유적', '#역사유적지', '#역사이야기', '#역사탐방', '#역사탐험', '#유적지', '#전북특별자치도문화재자료', '#향교']"
고창오거리당산,"고창읍에 조성된 오거리 당산은 동·서·남·북·중앙의 5방위에 당산을 조성한 것으로 자연 입석과 조형 입석으로 세웠다. 고창 오거리 당산은 1803년 3월에 고창현 중심지 세 곳에 동시에 조성되었다. 처음에는 오거리가 아니라 삼거리 당산이었다. 삼거리는 상, 중, 하 세 곳을 가리킨 말인데 세 곳에 화표석주의 당산을 세운 것이다. 현재는 기존의 삼거리 당산과 천북동과 교촌리의 자연 마을 당산을 포함하여 오거리 당산이라 한다. 상거리, 중거리, 하거리 당산은 조형 입석으로 당산을 삼았으며, 천북동과 교촌리 당산 은 자연 입석을 당산으로 삼았다. 조형 입석 가운데 하거리 당산은 진서화표의 명문이 있고, 중앙 당산은 미륵 당산으로 불교적 요소가 강하다. 반면에 자연 입석을 할아버지 당산, 할머니 당산의 당산 입석으로 삼은 것은 민간 신앙적 요소가 강하여 불교 신앙과 민간 신앙이 합쳐진 오거리 당산인 것이다. 오거리 당산은 화표를 당산 입석으로 삼은 유일한 당산이다. 정월 대보름날 줄다리기를 한 후 당산에 줄을 감아 놓는 전통이 오늘날까지 지속적으로 전승되고 있다.",전북특별자치도 고창군 고창읍 읍내리 하거리 당산,"['#고창여행', '#관광지', '#국가민속문화재', '#문화재', '#역사', '#역사관광지', '#역사를품은곳', '#역사문화재', '#역사속', '#역사속으로', '#역사여행', '#역사유적', '#역사탐방', '#역사탐험']"
청메골 선산마을,"선동리는 풍수지리상 마을의 형태가 부채 모양과 같다고 해서 [부채울] 또는 [선동]이라 하였다. 1950년대는 마을 앞에 큰 샘이 있어 [대정(大井)]이라고 불렀다고 한다. 1490년대에 안동김씨가 터를 닦아 살기 시작하면서 마을이 이루어졌다. 지형은 전체적으로 평지이며, 선동천이 남북 방향으로 중앙을 가로질러 간다. 관개 시설로는 거성마을 북쪽에 거성제, 남산마을 남쪽에 남산제, 선동마을 서쪽과 북서쪽에 선동제와 한새골제, 옥산마을 남쪽에 옥산제가 있다. 정월 보름에 전 주민이 참여하는 줄다리기, 연날리기, 쥐불놀이, 농악 놀이 등의 민속놀이가 지금껏 이어지고 있으며, 경로 효친 사상이 지극해 마을 어디에서나 효열비를 볼 수 있다.청메골 선산마을은 옛 시골의 정취를 한껏 맛볼 수 있는 전원 마을로서, 사방에 황토 들판이 펼쳐져 있고, 황토밭 너머로는 청보리밭이 보인다. 선산마을 인근 예전리 공음학원농장을 중심으로 매년 4월 중순~5월 초순까지 청보리밭축제가 30만 평의 구릉진 보리밭에서 진행된다. 청메골 선산마을의 고즈넉한 시골정취를 느끼는 것도 좋지만, 시기를 맞춰 청보리밭축제를 참여해 보는 것도 즐거운 여행의 하나이다.",전북특별자치도 고창군 공음면 선산청메골2길 28 ,"['#고창여행', '#고창청보리밭', '#고창청보리밭축제', '#관광지', '#농촌체험학습', '#연인과함께', '#자연마을', '#자연좋은곳', '#자연체험', '#청보리', '#청보리밭', '#청보리밭축제', '#체험']"
김기서강학당,"조산저수지 가는 길의 축령산 자락이 이어진 마을에 위치한 조선 전기 강학당으로, 김기서 강학당은 광산김씨 사당인 노산사 안에 있다. 김기서는 광산인으로, 자는 시견, 호는 돈목재이다. 성균관 직강으로 통정대부까지 오른 매산 김석원의 조카로, 효성이 지극하여 1508년 중종으로부터 광릉 참봉에 제수되고 장려도 받았다고 한다. 이후 조광조 문하에 들어가 매형 양팽손 등과 강론하다 1519년(중종 14)의 기묘사화에 연루되어 조광조와 신진사림들이 대거 숙청당하자 상평리에 은거하면서 두문불출하였다. 조광조의 학문에 심취하여 후진 양성에 전념하고자 김기서 강학당을 세웠다.원래 이 자리에는 전불사의 불당이 있었다. 1548년(명종 3) 건립된 것으로 추정되며, 건물의 규모는 정면 5칸, 측면 2칸의 단층 팔작기와지붕이고, 내부는 베갯마루 대청의 중당 2칸, 좌협실 2칸, 우협실 1칸으로 구성되어 있는데, 조선 초기의 소박한 공청건물이다. 광산김씨 종중에서 관리하고 있다.",전북특별자치도 고창군 고수면 사동길 40-160 ,"['#고창여행', '#관광지', '#문화재', '#역사', '#역사관광지', '#역사를품은곳', '#역사문화재', '#역사속', '#역사속으로', '#역사여행', '#역사유적', '#역사유적지', '#역사이야기', '#역사탐방', '#역사탐험', '#전북특별자치도유형문화재']"
동리국악당,"동리국악당은 고창읍 읍내리에 있는 국악공연장 겸 국악교육장이다. 동리는 신재효(1812~1884)의 호이다. 판소리 이론가이자 후원자였던 동리 신재효의 문화적 업적을 계승하고 판소리 전승의 맥을 이어가기 위하여 1990년 12월 31일에 설립되었으며, 고창지역에 국악을 지속적으로 보급하고 교육하는 역할을 해 오고 있다. 국악당은 지하 1층, 지상 2층 규모로 공연장과 분장실, 연습실, 연수실로 이루어져 있고 객석은 500석이 갖추어져 있다. 동리국악당에서는 명창 초청 판소리완창발표회와 예비명창 발굴육성을 위한 학생초청 판소리완창발표회 등의 판소리 공연과 각종 국악공연, 문화행사를 개최하며 국악교육과 보급을 위해 상설국악교실을 운영한다.동리음악당은 고창판소리박물관 옆에 자리하고 있으며, 고창읍성과도 인접해 있다.",전북특별자치도 고창군 고창읍 판소리길 20 ,"['#고창문화공간', '#고창문화시설', '#공연장', '#국악', '#문화공간', '#문화시설', '#아이와함께', '#예술', '#음악회', '#이색체험', '#전통&역사문화체험', '#체험학습', '#친구와함께', '#판소리']"
방장산,"방장산은 고창 지역에서 가장 높은(734m) 산으로 지리산·무등산과 함께 호남의 삼신산으로 추앙받아 왔다. 4개의 봉우리로 이루어진 방장산은 중국 삼신산의 하나에서 빌려온 이름으로 [산이 넓고 커서 백성을 감싸준다]는 뜻이다. 예전에는 이 산을 방등산 또는 반등산으로 불렀다. 반등산은 산이 높고 장엄해서 절반 밖에 오르지 못한다는 의미다. 그러나 조선 인조 때 청나라에게 멸망한 명나라를 숭상하던 조선 사대부들이 중국 삼신산의 하나인 방장산을 닮았다는 이유로 이름을 방장산으로 고쳤다.방장산을 둘러볼 수 있는 산행 코스는 두 가지이다. 1코스는 양고살재-방장사-579봉-벽오봉-고창고개-방장산-문바위재-봉수대-서래봉-장성 갈재의 구간으로 거리는 12.8㎞이며, 5시간 30분 정도 소요된다. 2코스는 장성갈재-734봉-725봉-방장산-고창고개-벽오봉-고창수월공설운동장으로 5시간 정도 소요된다.방장산에는 상원사와 방장산자연휴양림이 자리 잡고 있다.",전북특별자치도 고창군 신림면 신평리 ,"['#고창여행', '#관광지', '#국립방장산자연휴양림', '#등산', '#산', '#자연', '#전망좋은곳']"
고창 무장객사,"고창군 무장면에 있는 무장객사는 조선시대 무장현에 내려온 관리들에게 숙식을 제공하던 곳이다. 조선 선조 14년(1581)에 건립되었다. 본관에 걸린 궐자를 새긴 나무 패는 임금을 상징하는 것으로, 매달 초하루와 보름에 수령과 지방관리들은 여기에 경의를 표했다. 나라에 경사가 있을 때면 사람들은 이곳에 모여 축하의식을 행하였다. 본관은 돌을 쌓고 그 위에 세운 것으로 계단에 새긴 호랑이, 구름 등의 조각이 운치가 있다. 좌우 건물의 지붕이 본관보다 낮은 점은 격을 낮추기 위해서이다. 이 객사의 정청은 정면 3칸, 측면 3칸의 홑처마 맞배지붕 건물로 초석 석재 하부는 네모지게 상부는 반구형으로 다듬고 그 위에 두리기둥을 세운 것 외에 별다른 특징은 없다. 건물 정면의 정원이 원형을 거의 그대로 보존하고 있는 것과는 대조적으로, 객사 건물은 면사무소로 사용하면서 일부 형질을 변경했던 것을 1990년 원형대로 복원하였다.무장객사 뒤편에는 무장수령이 관아를 통치하던 관청의 건물인 동헌이 위치해 있어 함께 둘러볼 수 있다.",전북특별자치도 고창군 무장면 무장읍성길 45 ,"['#고창여행', '#관광지', '#무장객사', '#문화재', '#역사', '#역사공부', '#역사관광지', '#역사를품은곳', '#역사문화재', '#역사속', '#역사속으로', '#역사유적', '#역사유적지', '#역사탐방', '#역사탐험', '#유적지', '#전북특별자치도유형문화재']"
황윤석 생가,"조선 후기 실학파 언어학자였던 이재 황윤석(1729~1791)의 생가이다. 그의 선친인 황전이 건립하였다. 이재 황윤석은 당시 학자가 탐구할 수 있는 모든 분야에 걸쳐 연구한 학자였고 유학자이기도 했다. 높이 80cm의 잡석기단 위에 세워진 안채는 정면 7칸, 측면 2칸 규모의 초가집으로서 그 규모가 매우 큰 건물로 전형적인 남부 지방의 가옥 형태를 취하고 있다. 동쪽 맨 끝 칸은 마루로 되어 있고 나머지는 방 한 칸, 대청 두 칸, 부엌 한 칸의 순서로 지어졌는데 대청 북쪽 벽 위에 평해황씨 선조의 위패를 모시고 있다. 원래 안채 뒤편에 사당이 있었으나 터만 남아 있고 사랑채, 문간채는 소실되었던 것을 1909년에 다시 지었다고 한다.고택의 지붕은 초가지붕인데 중산층 가옥이라 충분히 기와를 얹을 수 있었는데 기와를 덮으면 혈이 눌려서 집안이 좋지 않다는 풍문 때문에 초가를 얹었다고 한다.",전북특별자치도 고창군 성내면 조동길 33 ,"['#고창여행', '#관광지', '#문화재', '#역사', '#역사공부', '#역사관광지', '#역사를품은곳', '#역사문화재', '#역사속', '#역사속으로', '#역사유적', '#역사유적지', '#역사이야기', '#역사탐방', '#역사탐험', '#유적지', '#전북특별자치도민속문화재', '#황윤석']"
미당 서정주 시문학관,"미당 서정주 시문학관은 시인 미당 서정주 선생을 기념하기 위해 지은 시문학관으로 2001년 폐교된 선운초등학교를 리모델링하여 완공하였다. 그의 사후 다음 해인 2001년 가을, 이호종 전 고창군수의 적극적인 지원에 힘입어 개관하게 되었다. 개관일인 11월 3일은 미당의 중앙고보 재학시절 광주학생의거에 참여한 것을 기념하여 정했다고 한다. 총 6층의 제1전시동 기념관 내부에는 시인의 편지류와 시집, 유품들이 전시되어 있으며 6층은 전망대이다. 제2전시동에는 시인의 육필 원고, 서정주 시 연구 논문, 기타 유품 등이 전시되어 있다.이 기념관은 미당 서정주의 생가와 묘역 근처에 있어서 더욱 뜻깊은 공간이며, 폐교된 학교 건물을 새롭게 재탄생시키면서 [친환경]과 [배움]의 건축미학을 지향하고 있다.",전북특별자치도 고창군 부안면 질마재로 2-8 ,"['#가족여행', '#고창여행', '#기념관', '#문화공간', '#문화시설', '#사계절', '#실내여행지', '#아이와함께']"
용추폭포(고창),"용추폭포은 구가평교를 건너 거창신씨 재실이 있는 용추동을 지나 방장산(734m) 등산로로 들어서 용추골로 내려가면 바로 나온다. 높이가 약 20여 척에 달하고 폭포수가 떨어지는 곳엔 둘레가 20여 척에 달하는 용소라고 하는 맑은 못이 있다. 폭포수가 쏟아져 내리는 바위가 마치 선녀가 목욕하던 원형 욕조처럼 보인다. 물은 한 여름에도 냉기가 흘러 발을 담그고 2-3분을 넘기기 힘들 정도로 차가우며, 주위는 온통 바위와 숲으로 우거져 있어 밖에서도 잘 보이지 않을 정도이다. 그 경치가 말할 수 없이 좋아 사시사철 이곳을 찾는 이들의 발길이 끊이지 않는다고 한다. 용추폭포에는 전설이 담겨 있다. 하늘로 오르던 용이 아낙네와 눈이 마주치고, 그만 용소로 떨어져 큰 지네로 변하고 말았다. 이 용이 떨어진 곳에 깊은 웅덩이가 생기고 평지가 깊이 파이면서 20여 척의 절벽이 생겨 지금의 폭포가 되었다고 한다.",전북특별자치도 고창군 신림면 가평리 ,"['#경치여행', '#경치좋은곳', '#고창가볼만한곳', '#고창여행', '#관광지', '#바다경치', '#방장산', '#자연', '#자연속으로', '#자연여행', '#자연좋은곳', '#자연풍경', '#자연환경', '#폭포']"
용문굴,"선운사 창건설화에 등장하는 굴로 아산면 삼인리 선운산의 도솔암을 지나 자리하고 있다. 이 굴에는 예전부터 전해져 내려오는 이야기가 있다. 백제 위덕왕 24년(577) 검단선사가 절을 세울 목적으로 선운산을 찾았다고 한다. 그런데 와서 보니 선운사 자리의 연못에 이미 용이 한 마리 살고 있었다. 그 용은 검단선사에 의해 쫓겨났고, 급히 도망치다가 바위에 부딪히며 굴을 만들었다고 한다. 그것이 바로 용문굴이다. 해발 336m의 선운산에는 용문굴 외에 신라 진흥왕이 수도했다는 진흥굴이 있다. 약 3시간 정도 소요되는 진흥굴, 도솔암, 용문굴, 낙조대, 천마봉 산행은 그리 힘들지 않게 둘러볼 수 있는 코스이다. 오전에 천마봉에 오르면 도솔암 마애불에 해가 들기 시작하는데, 앙다문 부처의 입이 빛을 받아 미소 짓는 것처럼 보인다.",전북특별자치도 고창군 아산면 선운사로 250 ,"['#고창여행', '#관광지', '#동굴', '#선운사', '#선운산', '#역사', '#자연', '#풍경좋은곳']"
신재효 판소리 공원,"고창판소리와 신재효는 유네스코 인류무형문화유산(2003년 등재)이다. 고창읍성 성곽길이 펼쳐지는 곳에 들어선 신재효판소리공원은 고창의 아전 출신으로 판소리를 집대성한 동리 신재효(1812~1884) 선생을 기억하고 판소리 관련 시설물을 통칭한 열린 공간이다. 3년간의 공사 기간을 거쳐 총사업비 32억 5000만 원이 투입됐으며 한옥 3개 동, 연면적 614㎡ 규모로 조성되었으며 전 세대가 함께하는 체험형 복합문화공간으로 판소리 교육과 체험을 위한 세미나실, 판소리체험실, 판소리득음실, 야외공연장 등이 있다. 판소리아카데미는 판소리 전공 교수에게 이론강의를 듣고, 전국의 권위 있는 명창을 모시고 판소리 전승 교육을 직접 받을 수 있는 소중한 기회이다. 또 10인 이상이면 언제든지 사전에 공연을 신청할 수 있으며, 판소리 해설과 판소리 감상, 판소리 한 대목 배우기 등이 있고 이외에도 주말 야외마당에서는 관람객과 연수생이 함께하는 공연이 열리며 누구나 쉽게 참여할 수 있다. 또한 [판소리 가상현실 등 실감영상콘텐츠] 구축 공모에 선정되며 문화예술과 디지털 기술이 접목된 공간으로 자리매김해 나가고 있다. 신재효판소리공원이 위치한 고창읍성 문화체험거리에는 판소리박물관, 신재효 고택, 동리국악당 등의 유적과 시설이 많아 함께 연계해서 방문해 보는 것도 좋다.",전북특별자치도 고창군 고창읍 읍내리 ,"['#가족여행', '#관광지', '#장수예술체험', '#장수이색체험', '#체험여행', '#판소리체험']"
노동 저수지,"노동저수지는 도시 생활권의 훼손되고 방치된 공간을 복원하여 습지, 개울, 초지, 숲 등 다양한 생물서식처를 조성함으로써 도시의 생물다양성을 증진 하면서 시민에게 쾌적한 생태휴식공간을 제공하기위해 추진된 고창 자연마당 조성사업의 일환으로 2016년 ~ 2018년에 사업면적 66.11m2로 조성되었다. 노동저수지는 수목원, 유아체험원, 관찰데크, 탐조테크, 숲체험원, 자연마당데크 등 다양한 공간으로 자연을 느낄 수 있으며 제19회 자연환경대상 공모전에서 대상인 환경부장관상을 수상하였다. 노동저수지 수상길은 저수지 물 위에 떠 있는 데크로 수위 변동에 따라 뜨거나 가라앉는 구조로 되어있어 시작점 도교는 수위가 낮을 때는 경사가 급해진다. 탐방길으 노동수상길 0.44km, 자연마당 0.3km, 전불길 3.6km로 중간에 부위분수, 조망다리, 휴게공간 등이 있어 아름다운 자연과 함께 힐링 산책을 즐길 수 있다.",전북특별자치도 고창군 고창읍 노동로 252 ,"['#고창드라이브코스', '#고창수변공원', '#고창여행', '#관광지', '#드라이브코스', '#수변공원', '#저수지']"
책 마을 해리,"책마을해리는 1939년 개교하여 2001년에 폐교된 나성초등학교를 2000년대 중후반부터 이대건 촌장과 이영남 관장 가족이 정착하여 조금씩 보수하고 가꾸어 2013년 설립되었다. 출판 기획자, 편집자와 디자이너, 글과 그림, 사진과 조형 작업하는 작가들에 마을 주민들이 함께 어우러진 지역 인문출판 공동체이기도 하며, [누구나 책]을 모토로 어린이, 청소년, 가족, 마을 어르신들이 지역의 생태, 역사, 문화, 인문자원을 찾아내 기록하고 출판하는 다양한 출판프로그램을 진행하고 있다. 마을책방, 어린이문학관, 갤러리, 트리하우스, 시인의집, 책 공방, 버들눈 작은 도서관, 책 감옥, 한지 공방, 활자 공방, 나무 공방, 철 공방, 책 숲, 북 스테이 공간을 운영하며, 인문독서학교, 책 학교, 책 영화제, 방과후 마을학교, 어르신마을학교 (밭매다딴짓거리), 출판레지던시등의 다양한 프로그램을 진행하고 있다. 입구부터 구석구석 예쁘고 다양한 포토존과 2시간 체험활동부터 2박3일 캠프 프로그램까지 즐길거리가 가득한 고창의 명소이다.",전북특별자치도 고창군 해리면 월봉성산길 88 ,"['#고창여행', '#고창책방', '#고창체험학습', '#관광지', '#책방', '#체험학습', '#폐교', '#폐교의재탄생']"
석상암(고창),"석상암은 선운사와 함께 백제 시대에 창건된 기록이 전하며, 이후 1665년(현종 6)에 승려 학철이 중창한 선운사의 산내 암자로 승려들의 수행 장소이다. 선운산에 위치해 있으며 절 이름은 절의 서쪽 30m 지점의 평상처럼 생긴 넓은 바위에서 유래하였다.법당은 최근 건물로서 옥돌의 관세음보살좌상을 봉안하였고, 보살상 뒤에는 1765년(영조 30)에 조성된 후불탱화를 중심으로 같은 해에 조성한 칠성탱화, 지장탱화, 신중탱화 등이 좌우에 있다. 현재는 법당과 칠성각만이 남이 있으며, 주변 네 곳에 건물 터가 있는 점으로 미루어 본래는 규모가 큰 사찰이었음을 알 수 있다. 크고 웅장한 규모가 잘 갖춰진 본사 선운사와 달리 작지만 아담하고 담박한 정취가 물씬 풍기는 암자이다. 석상암은 자랑할 만한 큰 전각이나 국보급 불상은 없지만 암자 주위의 자연환경이나 그 공간이 주는 느낌이 매력적인 곳이다.",전북특별자치도 고창군 아산면 선운사로 250 ,"['#고창여행', '#관광지', '#불교', '#불교문화', '#사찰', '#사찰여행', '#선운산', '#선운산도립공원', '#역사', '#자연속으로', '#자연환경', '#전통사찰', '#한국불교', '#휴식공간', '#휴식여행', '#휴식하기', '#휴식하기좋은곳']"
아우성회센터,고창의 아우성회센터에서는 직접 어부들이 잡아온 생선들로 요리를 해주고 있다. 제철 재료와 함께 회를 모둠으로 파는 곳이다. 식당 내부는 대부분 룸으로 구성되어 있어 회식을 하거나 프라이빗하게 이용하기 좋다.,전북특별자치도 고창군 고창읍 월곡10길 24 ,"['#고창군', '#맛집', '#매운탕', '#매운탕맛집', '#방장산', '#소주한잔', '#아우성스페셜', '#음식', '#전복해물찜', '#활어회']"
석정온천휴스파,"석정온천휴스파는 게르마늄이 함유된 온천수를 100% 사용하여 치유 온천수로 명성이 높아 온천의 즐거움과 건강을 함께 선사하는 곳이다. 온천수에 함유된 게르마늄 성분은 노화 방지 및 신진대사 활성화와 고혈압, 당뇨병, 신경통 등에 뛰어난 효능이 있다. 스파는 기포탕, 플로팅, 넥 샤워, 보행 유수풀 등이 구성돼 있다. 피로를 풀어주는 실내 스파와 여름이 되면 즐길 수 있는 슬라이드, 유아 풀, 성인풀, 홍삼탕, 복분자탕 등이 구성된 야외 스파로 구성되어 있다. 2,000명이 동시 이용할 수 있는 라커룸과 푸드코트, 수유실, 휴게공간 등 다양한 편의시설이 있어 쾌적하고 여유롭게 즐길 수 있다.",전북특별자치도 고창군 고창읍 석정2로 173 ,"['#게르마늄온천', '#고창가볼만한곳', '#고창석정온천', '#고창석정온천휴스파', '#고창여행', '#고창온천', '#고창워터파크', '#관광지', '#치유온천수']"
선운도원,"선운도원은 약초 조청, 우슬 식혜, 고창 복분자 등 다양한 먹거리를 만드는 농업회사법인이다. 건강하고 행복한 삶은 소박한 밥상에서 나온다는 신념에 따라 고창에서 나고 자란 산약초와 농산물을 적극 활용하며, 모든 음식은 전통 방식으로 하나하나 정성 들여 만든다. 먹거리 판매뿐만 아니라 수제 조청을 활용한 고추장, 오란다 만들기 체험도 진행한다. 그중 오란다 만들기 체험은 조리 시간이 30분 내외로 짧고 만드는 과정도 간단해 여행 중에 짬을 내어 부담 없이 참여할 수 있다. 밀가루 대신 멥쌀과 찹쌀을 넣어 느끼하지 않고, 수제 조청으로 버무려 깔끔한 단맛이 나는 것이 특징. 이에 잘 달라붙지 않아 남녀노소 부담 없이 즐길 수 있다는 것도 장점이다. 정성껏 만든 오란다는 예쁘게 포장해서 고창 여행 기념으로 주변에 선물해도 좋다.",전북특별자치도 고창군 화산연천길 21-12 ,"['#고창가볼만한곳', '#고창여행코스', '#고창체험여행', '#관광지', '#음식만들기체험', '#체험관광지']"
람사르 운곡습지 유스호스텔,"운곡습지를 바라보며 하루를 마무리할 수 있는 유스호스텔이다. 운곡습지 풍경에 한 번 반하고 쾌적한 시설에 두 번 반하는 곳이다. 숙박동은 3가지 평수로 다양한 크기의 객실이 있으며, 80명 정도가 숙박이 가능한 12객실을 보유하고 있다. 깔끔한 시설에 비교적 저렴한 가격으로 이용할 수 있다. 주방 시설과 기본 식기, 방마다 각기 다른 테라스 전망을 갖춘 점도 매력적이다. 부대시설로는 각종 단체의 다양한 활동을 할 수 있는 무대공연장, 족구장, 배구장, 세미나실 등을 갖추고 있다. 또한, 야간 경관조명이 있어 해가 저물면 조명이 켜진 생태연못에서 야간 산책을 즐겨도 좋다.",전북특별자치도 고창군 운곡로 91 고창군 람사르 운곡습지 유스호스텔 ,"['#고창', '#고창숙소', '#람사르운곡습지', '#숙박', '#운곡습지']"
상하농원,"매일유업과 고창군이 조성한 체험형 농촌 테마파크다. 지역과 농민, 소비자의 연결고리가 되는 농원인 동시에 아이들에게 농촌의 가치와 자연산 먹거리의 소중함을 일깨우는 것을 지향한다. 농산물 재배, 가공, 유통, 소비가 한꺼번에 이루어지는 농원으로, 농축산업(1차), 제조업(2차), 서비스업(3차)이 혼합된 6차 산업의 특성을 경험할 수 있는 것이 특징이다. 방문객은 유기농 먹거리를 맛보고 구입하고 직접 만드는 과정을 통해 친환경 식재료가 음식이 되는 과정을 몸소 체험할 수 있다. 체험교실은 아이들이 소시지, 동물 쿠키, 유기농 아이스크림 등을 만드는 공간이다. 과일·햄·빵·발효 공방에서는 지역 농민들이 농사 지은 식재료가 제조되는 과정을 통유리 너머로 견학할 수 있다. 또한 푸릇한 초원에서 양, 염소, 젖소, 꽃사슴 등 다양한 동물에게 먹이를 주며 동물과 교감하는 시간을 가질 수 있다. 상하키친과 농원식당은 각각 햄공방에서 만든 햄과 소시지, 고창산 장어구이 덮밥 등 농원과 고창군의 신선한 재료로 건강한 음식을 낸다. 파머스빌리지는 상하농원 전경이 한눈에 내려다 보이는 언덕 위에 자리한 친환경 호텔로, 청정한 자연 속의 팜스테이를 표방한다.",전북특별자치도 고창군 상하면 상하농원길 11-23 ,"['#2020_산업관광지_13선', '#관광지', '#농촌테마파크', '#산업관광', '#산업관광지', '#상하농원', '#아이와함께']"
상하농원 파머스글램핑,"파머스글램핑(상하농원 파머스글램핑)은 전북 고창군 상하면 자룡리에 자리 잡았다. 고창군청을 기점으로 25km가량 떨어졌다. 자동차를 타고 송림산로와 진암구시포로를 번갈아 달리면 닿는다. 도착까지 걸리는 시간은 30분 안팎이다. 캠핑장에는 글램핑 12개 동이 마련돼 있으며, 일부 객실은 반려견 동반 입장이 가능하다. 아울러 글램핑 이용객에게는 상하농원 무료 입장권 등을 준다. 객실 내부에는 침대, TV, 테이블, 개수대, 취사도구, 조리도구 등 일상생활이 가능할 정도의 시설이 완비돼 있다. 숙박시설인 파머스 빌리지, 음식점인 파머스 테이블, 카페가 있는 웰컴라운지, 대형 수영장, 정원 등 부대시설도 알차다. 주변에는 선운산도립공원이 있어 연계 여행에 나서기 수월하다. ※ 반려견 동반 가능(소형견만 가능)",전북특별자치도 고창군 상하농원길 11-23 농원사무소 ,"['#레포츠', '#여름물놀이']"
모꼬지바지락요리전문점,"풍부한 해산물로 유명한 전북특별자치도 고창군 부안면에 위치한 바지락요리전문점으로 6시내고향, 식객허영만의백반기행에 출연했고 신선한 바지락을 사용해 바다의 싱싱함을 담아낸 정식맛집이다.",전북특별자치도 고창군 부안면 선운리 인촌로 60,"['#고창가볼만한곳', '#맛집', '#바지락', '#음식', '#전북특별자치도', '#정식', '#한식']"
신기계곡산장식당,"고창군 고수면에 있는 신기계곡 산장식당은 장작 삼겹살로 유명한 인기 맛집으로 한때는 여름에만 영업했지만, 지금은 4계절 내내 운영하고 있다. 식당 옆으로 계곡물이 흘러 음식을 먹으면서 주변 풍광을 즐길 수 있는 자연 친화적인 식당이기도 하다. 이곳에서는 사장님이 장작 위 대형 돌판에 두툼한 먹음직스러운 삼겹살과 버섯, 콩나물을 올려 불을 조절하며 직접 맛깔스럽게 구워준다. 또한 뚝배기에 국물을 한가득 담아서 올려주고, 맛있게 구워진 삼겹살은 장아찌와 김치에 곁들여 먹으면 조화가 좋다. 여름 휴가철에는 예약을 안 하면 자리가 없을 정도로 유명하고, 백숙이나, 오리백숙 등은 여름철 대표 메뉴로 예약 시에만 맛볼 수 있다. ※ 반려동물 동반 가능",전북특별자치도 고창군 문수로 245 신기계곡산장 ,"['#고창맛집', '#신기계곡산장식당', '#음식']"
백일후애,"백일후애는 직접 운영하는 제과제빵실에서 신선한 과일과 식재료로 구워 건강하고 맛있는 디저트를 판매하는 카페로, 넓고 깨끗한 실내에 모던한 인테리어가 차분한 느낌을 주는 곳이다. 천사의 날개, 천국의 계단 등 사진을 찍을 수 있는 포토존이 곳곳에 있고, 잔디밭 테이블에서 반려동물과 어린이가 함께 휴식하고 즐길 수 있는 테마 카페이다. 또한 지역 특산품(복분자, 보리, 고구마)을 이용한 복분자 도넛, 고창 천일염 소금 빵, 호박고구마 앙금 찰보리빵 만들기와 신선한 과일로 과일 케이크 만들기 등 각종 체험 프로그램도 운영하고 있다. ※ 반려동물 동반 가능",전북특별자치도 고창군 태봉로 582 ,"['#고창카페', '#백일후애', '#음식']"
디온실 컨서버토리,"고창 용산리에 있는 디온실 컨서버토리는 주변이 숲과 나무로 둘러싸여 있고, 입구부터 원목과 감각적인 인테리어가 시선을 사로잡는다. 카페의 온실 내부에 선인장, 야자수, 수국, 넝쿨식물 등 푸릇푸릇한 다양한 종류의 식물이 가득해 식물원에 온 듯한 따뜻한 감성과 분위기를 느낄 수 있다. 자연을 느끼며 힐링할 수 있는 휴식 공간으로 엄선된 프리미엄 원두로 내려지는 명품 디온실 커피를 맛볼 수 있고, 수목원의 분위기와 걸맞은 이색적인 화분 모형의 미니 케이크가 있다. 또 직접 만든 다양한 종류의 빵, 디저트와 초콜릿 라떼, 단호박 말차 라떼, 딸기 돌체 라떼 등의 이색 음료들이 있다. 깔끔한 산책로를 따라 이동 중에 만나는 곳곳의 테이블이 감성 사진을 찍기 좋은 포토존이 되고, 외부에는 야외 테이블이 있어 시원한 숲 공기를 마시며 감성을 느낄 수 있다.",전북특별자치도 고창군 복분자로 538 ,"['#고창온실카페', '#고창카페', '#음식']"
